reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,pos_review
A28FJ93TJSSQS4,B000MR9CZU,LMS,"[3, 3]",This set contains two dvds each with  main  minute workouts and one bonus  minute workout  There is also a three minute warmup and a cool down stretch on each video  The warmup and the cool down segments are the same on each dvd  The warmup is relatively short around  minutes which while I know this is a tight on time workout I do not feel even close to warmed up after  minutesRegarding equipment used Most of the segments use light hand weights  There is one step routine one stability ball workout and one tubing workoutThe level of intensity of this workout is aimed more for the beginner exerciser  Increasing the amount of weight might raise the intensity of the exercises presented but most intermediate and advanced exercisers may not get pushed hard enough to really feel the burn  That said Tamilee does not always give enough instruction on how to perform the exercies properly so beginners may struggle on how to perform a few of the exercises  It might have helped to have different camera angles to see how some of the arm exercises are executed  There are a few spots where I was not really sure how she was performing the exerciseThat aside I do enjoy these videos on days when I need a lower intensity workout I used them quite a bit when I was first starting to exercise regularly and I would suggest that if you fit that description these might be a set worth considering  Tamilee is upbeat and encouraging without being annoying  The exercise segments are fun to do and the time does fly when I do these exercises  If there was better instruction on performing the exercises I would have given this a higher rating,3,8 10 minute workouts,1263081600,"01 10, 2010",set dvds main minute bonus minute workout also minute warmup cool stretch video warmup cool same dvd warmup relatively short tight time workout not feel even close warmed equipment light hand step routine stability ball workout workoutThe level intensity workout beginner exerciser amount weight raise intensity intermediate advanced not get hard enough really feel burn not always give enough instruction perform properly struggle perform few have have different camera see arm few not really sure enjoy intensity workout quite bit first exercise regularly suggest description be set worth upbeat exercise do time fly instruction have rating 
A33N3L7J9C2O6J,B000CPHAA6,D. Money,"[5, 6]",This is a wonderful documentary that follows the lives of two boys Chris and Cody growing up in Eastern Kentucky from ages   Each boy has significant family problems to deal with  Chriss father is unemployed and a severe alcoholic  Cody is an orphan being raised by his stepgrandmother  They go to an alternative private school which is a last resort for troubled kids  They are trying hard and you cant help hoping theyll beat the odds  Highly recommended,5,Two Boys Coming of Age,1137369600,"01 16, 2006",wonderful documentary boy significant family deal father unemployed severe alcoholic orphan stepgrandmother alternative private school last resort troubled hard help theyll beat 
A2O51OL56OJONR,B003K1NGXE,"D. Valcore ""dlv1""","[3, 4]",Murders prevented is the plot of these stories and they keep you interested from the very first scene  Loved the early type of criminal investigation through the detectives insights knowledge and testing of the evidence  Great cast,5,Another great detective story,1367280000,"04 30, 2013",plot interested very first scene early type criminal investigation knowledge testing evidence cast 
A23J4S3ZHX48AU,B00005JL3A,Pearlie,"[0, 1]",I have the Resident Evil movies but was missing this one on DVD After seeing it on HBO I had to have it,5,Great DVD,1370736000,"06 9, 2013",have 
A1LHY3L7JU4JHJ,B000TPTCSM,"Nhan Dinh ""sweetpetito""","[4, 4]",I recently received this and I cant stop using it Edyta and Alec make the workout extremely fun since the routines are more dancebased The workouts have threelevel of impact from low to high so its ok for beginners to start and ease their way into it The workout also really helps dancers or those studying dance to improve their technique For nondancers the workout may be a little difficult at first since they can go fast but the DVD has a help option during the workout that slows down the movement and breaks it down for you Getting fit is like dancing you must stay committed to it to see results so if you stay committed to this DVD youll get into the moves easier and improve your coordination Edyta will have you sweating within minutes,5,Great for dancers and beginners!,1213920000,"06 20, 2008",recently stop workout extremely fun dancebased threelevel impact low high so ok start ease way workout also really dance improve technique workout be little difficult first go fast help option workout movement breaks fit stay see so youll get improve coordination have 
A2H7G79N25GSB1,B009LDD1H6,Nat,"[0, 0]",I could not stop watching this seasonThe writers have me completely hooked Now I have to wait till the next season is released,5,Not another cop show.,1387238400,"12 17, 2013",not stop seasonThe completely Now wait till next season 
AE7JXCTRIEO81,B0001DMUF4,EastsideJim,"[0, 0]",Enjoyed the ambiance more than the simple mysteries  Humor is the best part of this series especially the relationship of Campion and Lugg,5,Enjoyed the ambiance more than the simple mysteries.  Humor is the best part of this series.,1361923200,"02 27, 2013",ambiance simple part series especially relationship 
A1DSES64WY3DGM,B001DN0USU,SnowDog3000,"[0, 1]",Great show  Interesting dark visuals  Most of the time has realistic characters sometimes goes into superhero action mode common to much anime  Interesting characters in Vincent ReL Pino Daedalus and the Security Chief  There are some weak episodes that are probably best to skip namely episodes     and   And for a slightly more upbeat ending I would suggest watching episode  lastThe story is really about mans ability to destroy and also about his ability to create and that humans must choose their own fates and not rely on thier rulers such as Ergo to save them from the bad things in life SemiSpoilers ahead The basic gist of the story is that after a terrible world holocaust the leaders of mankind create these superhuman beings called proxies to run the few remaining human domed cities also referred to as arks in different parts of the world in order to prevent mans extinction and resurrect humanity from the ashes of the world war  In the meantime a machine virus is causing many of the humanoid machines to develop souls ie become selfaware and leads to various interesting character developments  As for the proxies the foremost of the superhuman beings is Ergo and like his fellow proxies his dual nature has tremendous power both to create and to destroy  Over the many years they created many amazing cities and mechanical servants of the remaining humans in these cities to shape humanity for the future  But the catch is that the ancient humans who created the proxies were also afraid that they might become too powerful and so built into them programs that would prevent them from teaming up as well as selfdetructive or violent  tendancies that which would make them feared by mankind  Even though the original creators of the proxies are long dead the rules progammed into them live on  Unless Ergo can break free and choose his own fate  All in all a very different and interesting glimpse into the futureps We send our love to Pino she is truly a wonderful and sweet human being,5,Every man is the sole creator of his own fate,1226361600,"11 11, 2008",dark time realistic sometimes superhero action mode common much anime weak probably skip namely slightly upbeat suggest episode lastThe story really ability destroy also ability create choose own not rely such save bad life ahead basic gist story terrible world mankind create superhuman run few human also different world order prevent extinction resurrect humanity world war meantime machine virus many humanoid develop souls ie selfaware various interesting character foremost superhuman fellow dual nature tremendous power create destroy many many amazing mechanical shape humanity future catch ancient also become too powerful so prevent as well selfdetructive violent make mankind Even original long dead break free choose own fate very different interesting glimpse futureps love truly wonderful sweet human 
A375H588WTKEHM,B000IJ7AJC,charlieheston,"[13, 15]",The Wild Blue Yonder is an experimental film Its a little bit fiction a little bit mockumentary a little bit theater a little bit documentary and a whole lot of Herzog This film wasnt made to be a traditional SciFi film or easy mindless viewingI saw it in a theater at a festival earlier last year and I was completely enthralled Herzog creates a very grim and slooooow mood like most of his filmography consisting of real footage from underneath an arctic glacier mathematicians blathering and mesmerizing NASA footage All the while a crazed Brad Dourif weaves a fable of being an alien coming to EarthThe music much to the dismay of some negative viewers is absolutely stunning organic and trance inducing like most of Herzogs previous films scores similar to that Popol Vuh vibeIf you want a clear narrative an exciting story characters or if you are easily bored or unfamiliar with Herzogs obscure works or other experimental films  stay away youll hate it Fans of  Tarkovsky Lessons of Darkness or just plain old art for arts sake  approach with caution its rewarding Especially on a large TV screen,5,Please Folks...,1170979200,"02 9, 2007",experimental film little bit fiction little bit mockumentary little bit theater little bit documentary whole lot film wasnt be traditional film easy mindless viewingI theater festival last year completely enthralled very grim slooooow mood filmography consisting real footage arctic glacier footage crazed fable alien music much dismay negative absolutely stunning organic trance previous similar clear narrative exciting story easily unfamiliar obscure other experimental away youll hate just plain old art approach caution Especially large TV screen 
ANCOMAI0I7LVG,B0002KQOH6,Andrew Ellington,"[2, 3]",I was wondering how I could start this review and it dawned on me that the best way to convey the meaning this film has for me is to simply state matteroffactly just what it is about this moving that touches me  Fatherhood  Yes being a father myself I am always drawn to films that express the varying degrees of fatherhood from the good the bad the beautiful the ugly   was one of those years that stands out for me in the way the fatherly role was exposed and elaborated on  Some of my favorite films from that year took the time to explore facets of this character  In America Master and Commander obviously from a symbolic way Finding Nemo Pieces of April Big Fish all of them reach that part of me very deeplyOf them all this is by far my favoriteWhos sleepingThis Russian film details a week long trip taken by two young boys and their long lost father  After a twelve year absence he returns without warning and decides to take his sons fishing  The trip littered with ambiguities fights questions and tragedy will forever change young Andrei and Ivan often referred to as Vanya  Young Ivan is the most affected both before and after the trip as he struggles with his own perception of this man he begrudgingly calls fatherTheres all kinds of grownupsWhat I found so beautifully moving about this film is that it never once tried to force our emotions  We are presented with a scenario and the people involved push us in all different directions but in the end it is left up to us to decide just how we feel about the individuals involved  By shying away from an easy answer there has been a lot of talk about the ending being too ambiguous but for me the ambiguity is what makes this film so poignant a broader range of emotional entitlement is allowed  We can see the shades of pain that come from loss no matter how much we know or dont know about a person  Ivan is so clueless as to who his father truly is but his anger frustration resentment and malice is all wrapped up in an undeniable love and affection  He wants so badly to understand but he fervently refuses to tryWith our little handsPresenting to the audience an honest and emotionally gripping exploration of that bond between father and son Vozvrashchenie nails everything needed to cement itself in the mind of the audience  The flawless performances of the three leads are only illuminated by the beautiful camera work the gritty realism brought to the stunning cinematography is hauntingly effective and the poignant and provocative script  Each emotion is felt long after the scene has endedGo get the axOh and just a little piece of advice dont worry so much about what is IN the box focus on what the box represents,5,Haunting...,1267142400,"02 26, 2010",start review way convey meaning film simply state matteroffactly just father always varying fatherhood good bad beautiful ugly way fatherly role favorite year time explore character obviously symbolic way part very deeplyOf far favoriteWhos sleepingThis Russian film week long trip young long father twelve year absence take trip tragedy forever change young often affected trip own perception man begrudgingly grownupsWhat so beautifully film never once force scenario push different end decide just away easy answer lot talk too ambiguous ambiguity film so poignant range emotional entitlement see pain loss matter much person so clueless father truly anger frustration resentment malice undeniable love affection so badly understand fervently tryWith little handsPresenting audience honest emotionally exploration bond father son everything cement mind audience flawless only beautiful camera work gritty realism stunning cinematography hauntingly effective poignant provocative script emotion long scene get axOh just little piece advice dont so much box focus box 
A7WQC943CAPYU,1404974571,Jason,"[0, 0]",I liked this film a lot Ive seen a couple of episodes of the original TV series and from what Ive seen they were quite enjoyableI started to get rid of this movie but seeing as though I didnt have anything else to do and there wasnothing else on TV I popped the DVD in I forgot how good it was No it wasnt a perfect film but it was perfect forwhat it was just a simple fantasy film Nicole Kidman is a delight in this film Will Ferell is quite charming in a wayShirley McClaine is such a diva Michael Caine is great and Steve Carell practically steals the movie even though he doesnthave much screen time All in all its just one of those films you cant take too seriously Its just a fantasy film I enjoyed itand I decided to keep it ,4,Good film,1378684800,"09 9, 2013",film lot couple original TV series quite enjoyableI get rid movie anything else do there else TV good perfect film perfect just simple fantasy film delight film quite wayShirley such diva great practically movie even doesnthave much screen time just take too seriously just fantasy film itand keep 
A2F0NHT4W46F2L,B002ZG98R8,"Professor Glenn ""Mr MD""","[0, 0]",Fairly good representations by the young actors a tighter knit to the story would have made it a blockbuster Overall a good remake,4,Interesting fortelling of North Korean aggression,1368921600,"05 19, 2013",Fairly good young knit story have blockbuster good remake 
A2JE0JYIZL5NU4,B00AQVMZ1U,C. A. Neal,"[0, 0]",I think this show gets better each season I can watch series over and over I wish poor Edith would have something wonderful happen to her I like her character and would like to see her be a happy person with a good life The series is so good that I believe I will watch it again this weekend I see a Downton Abbey marathon coming this weekend,5,I Love This Show,1400112000,"05 15, 2014",show season watch series poor have something wonderful happen character like see be happy person good life series so good watch again weekend marathon weekend 
AILBDL6ATVDCJ,079283321X,"Dan Blankenship ""Author of THE RUNNING GIRL""","[0, 0]",I sometimes wonder how many people under the age of twentyfive have never taken the time to view this film I would hope the number is low This is a movie that can inspire anyone not just boxers or athletes This movie is about taking that one shot many of us sometimes get and doing something with it  really using that chanceRocky is a film about overcoming what seems to be impossible odds with sheer character a simple mind does not equal a simple soul and as Rocky Balboa clearly demonstrates  when you get the shot youve always dreamed of make it worth every second Sylvester Stallone did just that  he wrote a novel about getting that one big shot and it became his one big shot The actor director and producer takes a lot of ridicule from the artsyfartsy crowd but most of that is just plain jealousy a forceps delivery left Stallone with a speech impediment but his brain is just fineAs another reviewer stated recently if by some chance a person has not seen this film they need to  it is in a class by itselfSee ya next review,5,Inspiring,1089590400,"07 12, 2004",sometimes wonder many age twentyfive never time view film hope number low movie inspire anyone not just movie many sometimes get something really chanceRocky film be impossible sheer character simple mind not equal simple soul clearly shot youve always make worth second just novel big shot big shot actor director producer lot ridicule artsyfartsy crowd just plain jealousy forceps delivery speech impediment brain just fineAs reviewer recently chance person not film class itselfSee ya next review 
A391YPR0NFTCLK,B0002PYS5Q,Brian,"[5, 11]",This season was even funnier than season  This is one of the funniest shows that I ever saw Great dvd collection and just so you know I just bought the st season on dvd at a local Media Play for  it was in the bargin bin Thats a deal So if you do not have the st season buy it now cause its cheap and then when season  comes out buy that as well you will not be dissapointed,5,Thats Hot!,1094256000,"09 4, 2004",season even season ever dvd collection just so just st season dvd local bargin bin deal So not have st season buy now cheap then season buy as well not be 
A3P1ON5IWTO186,6301216113,"Joey Cant ""Joey""","[22, 23]",This film is truly a gem Without giving anything away for those who havent seen it yet the pivotal scene in the squalid apartment is worth the price of the VHS In this sceneNatalie Wood will take your breath away The silent terror in her eyes is unforgettable She is magnificent in a role that should have won her the Oscar Ive read so many reviews of older films including this one that criticizes the stories as being dated This is nonsense We must always remember the year it was filmed and judge it on its merits Saying this I must add Where is the DVD,5,A Perfect Film!,1110240000,"03 8, 2005",film truly gem anything away yet pivotal scene squalid apartment price sceneNatalie take breath away silent terror unforgettable magnificent role have so many one nonsense always remember year judge add 
A2EDRNKOWF8FQI,B000MEYJHY,LuvnAG,"[0, 1]",Emilio Estevez did a fantastic job in making this movie  And kudos to the stars in it who checked their egos at the door to take small parts in a movie with so many big names  It was very educational while being entertaining as well  It truly was a tribute to Bobby Kennedy  I love that they didnt show an actor portraying him and used so much authentic footage,5,Amazing Movie!,1212278400,"06 1, 2008",fantastic job movie kudos door take small movie so many big very educational as well truly tribute actor so much authentic footage 
A1YZ9CA3NW99C0,0793906091,Pompey Scipio 'the lesser',"[4, 10]",Jabba the Hutt is given a face lift in this edition and there are commentaries throughout all three movies  Almost like having six movies into the bargain  I wish Carrie Fisher would of spoken more in the commentary especially in ROTJ  There are interviews which include Peter Jackson in the Bonus Disk  I played Star Wars Battlfront for the first time from the Bonus Disk  It was great,5,A great edition.,1110844800,"03 15, 2005",face lift edition bargain spoken commentary especially first time great 
A2Y4OQXP1MMBGM,B00005JNNT,Jasper,"[8, 10]",Somewhere in the Neitherworld the spirits of the Three Stooges decide to do in death what they couldnt in life to hunt and kill women They con some serial killer into doing their dirty work for them while they sit by and get off In the meantime the ghost of their latest victim decides to communicate with her husband in order to instruct him on how to save a missing woman who is going to soon meet the same fate she did This is the plot in a nutshell The movie has a few good moments but overall falls short on being a good movie due to the many plot holes,2,Revenge of the 3 Stooges,1133136000,"11 28, 2005",Somewhere do death life hunt kill serial killer dirty work get meantime ghost victim communicate husband order instruct save woman soon meet same fate plot nutshell movie few good overall short good movie due many plot 
A2QWF2BJ2FM4R2,B001QOGY4U,Lovblad,"[1, 1]",Again this is a surprising situation where a  lot of talent is wasted take an idea that can almost never go wrong a wedding comedy from a female perspective plus some really great actresses Kate Hudson Anne Hathaway and Candice Bergen However the script is not really that funny and the direction is not great A waste of time unfortunately,2,Not that good,1248480000,"07 25, 2009",Again surprising situation lot talent idea almost never wrong wedding comedy female perspective really great However script not really funny direction not great waste time unfortunately 
A2N4X4VU9JZ5ZU,B000B8IA3U,Thomas Parker,"[0, 1]",Ah the s Every week on Fantasy Island a pack of hasbeens neverweres and refugees from flop TV shows would parade through some of the most ridiculous plots this side of that other island  Gilligans All this was orchestrated by a Ricardo Montelban who was clearly enjoying himself as well he might since he never had it so good The only unanswered question aside from whether Montelbans Mr Roarke was God or the Devil is when well ever get more seasons of this deleriously entertaining show If names like Bill Bixby Karen Valentine and Bert Convy simultaneously make you sigh and snicker then come to Fantasy Island,5,Deleriously Entertaining,1231286400,"01 7, 2009",s week pack flop TV parade ridiculous side other island clearly as well never so only unanswered question aside well ever get deleriously entertaining show simultaneously sigh snicker then 
A2D0ASQY7PAJAG,B000K7VL56,"Jacob A. Davis ""Writer, Artist, and Theologian""","[1, 1]",Jess Francos littleknown Count Dracula is perhaps one of the most overlooked in the great plethora of films in the Stoker lineage  Christopher Lee known for his portrayal of Dracula in Hammers Horror of Dracula and its sequels has left it for this small independent production to make his most memorable turn as the Count  Indeed one might consider this film essential viewing for the first third of the film alone  The exceptionally faithful portrayal of Harkers arrival at Castle Dracula and his early interaction with Dracula whitehaired and bearded as in the novel are both filmed and acted very well especially for the time and budget  One can sense Lees enthusiasm for this particular venture one he was very adamant about making from the beginning according to the featurette with the directorSadly after this first portion of the film it takes a somewhat downward turn  Departures from the novel sadly increase the script becomes more contrived and the budget shortcomings show themselves a little bit too often  Still even in this there exists brilliant light in the form of Klaus Kinskis near silent portrayal of the lunatic Renfield perhaps the most notable performance of the film  Herbert Loms Van Helsing is good It could have been great but one leaves the film imagining what he could have done with a better screenplay  In the end despite its flaws the film stands as a memorable milestone in the annals of Dracula film history and one whose whole is certainly not greater than its parts but some of those parts remain remarkable in and of themselvesAs for the DVD edition I have but a few remarks  As has been noted in other reviews one scene involving a woman begging for her child outside Draculas castle is missing  This is an unfortunate and unexplained abridgment  However this one thing aside the picture looks the best it ever has  Some of the color filtering has been readjusted to the original appearance previous VHS versions did not achieve this and resulted in dayfornight sequences looking like midday and seeing Christopher Lee walk around in midday just isnt creepy  Moreover the sharpness of the picture has been restored and the result is the film looking about as good as a film of this time and budget ever willIn the end this is a memorable though flawed Dracula and an essential to the library of any collector of the genre,4,A Dracula Worth Noting,979171200,"01 11, 2001",littleknown perhaps overlooked great plethora lineage portrayal small independent production make memorable turn Indeed consider film essential viewing first third film alone exceptionally faithful portrayal arrival early interaction novel filmed acted very well especially time budget sense enthusiasm particular venture very adamant featurette directorSadly first portion film somewhat downward turn novel sadly script contrived budget little bit too often Still even brilliant light form silent portrayal lunatic perhaps notable performance film good have great film have screenplay end film memorable milestone film history whole certainly not remarkable themselvesAs edition few other scene woman child castle unfortunate unexplained abridgment However thing picture ever color filtering original appearance previous not achieve dayfornight midday midday just isnt creepy Moreover sharpness picture result film as good film time budget ever end memorable though essential library collector genre 
ALWDLSFDOPQ4Q,B000BB1520,"Pramual Chutikamontham ""paul chatham""","[5, 7]",Comprehensive of the year crusades Filming is acceptable though not up to par with HD Bluray on all the scenes Too bad there is no English subtitleespecially when Arabnames and terms are used or English spoken by arabs with accent,4,The Crusades-PBS,1269648000,"03 27, 2010",year acceptable not par bad subtitleespecially English accent 
ANEFXLIF21L03,B006QS9OCK,nichole Watson,"[0, 0]",I love this movie  You see the strong attraction between the two  I love Zoe I also loved her in Lola Versus This is my first time seeing Sam Rosen and I fell in love with his character,5,Funny but subtle,1390867200,"01 28, 2014",movie strong attraction also first time love character 
A18T26PLZD4SRJ,B00005JNP1,Vic,"[3, 4]",Like many who watched the most recent Oscars showall we kept hearing about was this film MillionDollar Baby It  kept upstaging its rivalThe Aviatorat every turn I was skeptical that a film could be thatgood and thought oh its just because Clint is up therein age etc etc Let me say that Im also like the worldsbiggest Clint Eastwood fan but boy was I wrong This filmis brilliant It begins with a beautiful narrative by MorganFreeman introducing us to the main characters in thefilm Frankie Dunn played by Clint Eastwood a semiretiredtrainer in dusty rathole of a gym called The Hit Pit Thisgym is filled with all kinds of likeable and not so likeablefighters and wannabe fighters Morgan Freeman plays Scrapa long since retired boxer who helps Frankie run the day today operations of the gym One day out of the blue in walksMaggie brilliantly played by Hillary Swank Shes drawnthere by an insatiable desire to be a boxer She is determinedto have Frankie train her and will not take no for an answerFrankie has trained many great boxers but is hesitant totrain a girl as he refers to her From this premise onemight say okay sounds familiar I can guess how this turnsout You would be wrong This film begins one way and takes aswift turn southward and never lets up It explores whatmotivates people their background and their eventual successor failure and the ramifications of this The characters areperfectly cast the script is entertaining and the acting isexceptional If you dont cry during this film you just maynot be human I wont spoil it by revealing what happens butjust to say that I havent seen a film this brilliant sinceTitanic and Shawshank Redemption I would dare sayyou may not see a better film this year,5,Million Dollar Miracle,1122336000,"07 26, 2005",many recent showall about film rivalThe turn skeptical film be just therein age etc etc Let say also Clint fan boy filmis brilliant beautiful narrative main thefilm semiretiredtrainer dusty rathole gym likeable not wannabe long boxer run day today gym day blue walksMaggie brilliantly drawnthere insatiable desire be boxer determinedto not take answerFrankie many great hesitant totrain girl premise say okay familiar guess turnsout be wrong film way aswift turn southward never background eventual successor failure areperfectly script acting isexceptional cry film just maynot be human spoil butjust say film brilliant sinceTitanic dare sayyou not see film year 
A308S2QY4PX26A,B005LAIHW2,"jefxhoy ""armypappy""","[0, 0]",Good Story The characters are on there game The action was top notch The music was right on the note Better than the second movie and equal to the first,4,Circus,1359504000,"01 30, 2013",Good game action top music right note second movie equal first 
A37S3ACL57LN62,630196408X,"Samantha Glasser ""Maliejandra""","[0, 0]",It is time for senior graduation and Andy Hardy Mickey Rooney is more excited than anyone and has taken on more work than anyone too He is the senior class president but he is also overseeing the senior play which he is in charge of writing directing and acting in he is on the yearbook committee and he is in charge of the male uniform for graduation It is no wonder he finds the help of a secretary Kathryn Grayson so helpful Kathryn Land and her family are somewhat poor so they havent been active with student affairs before but Andys enthusiasm is infectious With the help of Judge Hardy Lewis Stone Mr Land finds a swell job but Andy just might manage to mess it upAs always Rooneys boundless energy is the pivotal part of the show Without him this story would be nowhere near as entertaining It is nice to see Grayson in an early performance and she shows of her talent for operatic singing Unfortunately her worst two songs are the two at the finale The Mad Scene aria is dismal because she looks so bored singing it and she isnt very good at syncing with the recording Ive Got My Eyes on You is a more upbeat swing song but her vocal style is not suited for this type of music and sounds awkward She gives a good acting performance though and blends in nicely with the stock cast,4,"""Judge Hardy, I have a surprise for you!""",1213574400,"06 16, 2008",time senior graduation excited anyone work anyone too senior class president also senior play charge directing acting yearbook committee charge male uniform graduation wonder help secretary so helpful family somewhat poor active student enthusiasm infectious help swell job just manage mess upAs always boundless energy pivotal part show story be nowhere nice see early performance talent operatic singing Unfortunately finale aria dismal so bored singing isnt very good upbeat swing song vocal style not type music awkward good acting performance nicely stock cast 
A3NYLVMP922AE5,B0058YPKIA,"G. Stapleton ""Cityboy""","[0, 0]",Really enjoyed this show It reminds me of a cross between Buffy and Angel I also like the fairy tale angle Most of the early episodes was based off of one,5,Great show!,1381795200,"10 15, 2013",Really show cross also fairy tale early episodes 
AZZ1P9LH21A6A,B000PGTPH8,Mryna Edington,"[0, 0]",When you see this is bluray you will be amazed at what you had missed on just the DVD Enjoy,5,Rome,1359331200,"01 28, 2013",bluray be just 
A1Z1NQJUJQ5CRO,6303257380,Robert Badgley,"[1, 3]",The Return of the Vampirereleased Janstars Bela Lugosi reprisingyet againhis famous vampiric rolehere as Armand TeslaColumbia couldnt use the name Draculaso they settled for that nameHe is ably backed by Frieda Inescort as Lady Jane AinsleyNina Foch as Nicki SaundersMiles Mander as Sir Fredrick FleetRoland Varno as John AinsleyMatt Willis as Andreas ObryThe Werewolfand othersNo matter how able his co stars arethis film puts the Bfor badin B picturesThe plot is quite the intricate one for a Bfilm but it starts out with a scary tomb and a werewolf dressed in a suitwho comes to wake his master out of his coffinyou know whoThey start talking about a patient in a local sanatoriumWe switch to the hospital and a doctor there is commenting to a Lady Ainsleyhis assistantabout their patients anemiaThe patient is left with an attendant and as the vampire cannot gain access to the patienthe attacks the doctors young girl NikkiThe doctor stays up at night reading a manuscript on vampires by one Dr Teslathe vampire himself and written some  years beforeThe next day the patient is found dead and the doctor then notices two puncture marks on the neck and surmises it is vampiric in natureThe doctor also finds two such marks on his daughter who they cannot readily awakenHe saves her by giving her a blood transfusionThe doctoraccompanied by Ainsleyfinds the vampires coffin and drives a stake into its heartAt the same time his werewolf assistant arrives and the spell put on him by the vampire is taken awayand he returns to be being humanAlmost  years pass and Ainsley is talking to the head of Scotland yard about just the same occurrences of  years beforeand he tells her if he can find the body of the person they stakedshe may be liable for charges of murderIn the meantime Ainsley has rehabilitated the werewolfcalled Andreaswho works relentlessly for the now older AinsleyThis is London in WWand a German bombing dislodges the very coffin containing the body of the staked vampireTwo men come by to reinter the corpses and one of themnoticing the stake in the heartmistakes it for some shrapnel and pulls it out before they bury itThis of course has the unintended consequence of raising the vampire from the dead once moreBack at the Ainsley houseAinsley tells Andreas to go to meet a Dr Bruckner at the docksas the scientist has escaped successfully from a concentration campAndreas goes off but gets stopped by his old master Teslawho puts his spell back on him and he turns back into a werewolfAndreas returns with the scientists papers and effects to Teslaas he has dispatched the good scientist and the men accompanying himTesla will now pose as Bruckner to get to his old nemesis AinsleyMeanwhile the Scotland Yard head and Ainsley have found the grave of where the vampire was supposed to have been reburiedbut it is emptyAinsley is off of a murder rapbut Tesla is on the loose but goodTesla as Bruckner has Ainsley fooled for quite a timebut the Scotland Yard chief has his doubts about himas his behaviour is erratic and strangeThe chief doesnt believe in vampires and the suchjust that Bruckner seems to be not who he claimsAn important manuscript goes missing from one of Ainsleys locked desks and it is Andreas who is found to be the culpritIn fact Andreas even turns into a werewolf and scuffles with two police plainclothes menbut gets awayEvents are moving faster and Teslas cover is slowly being blownHe makes a move to abduct Ainsleys now grown up daughter NikkiAndreas helps in his attempt but as he carries the limp Nikki in his arms to his masterhe gets shotHe manages to get Nikki to Teslaand asks for his help with his woundTesla shrugs Andreas off and tells him to go into the corner and dieA bomb falls and it knocks both unconsciousWhen the dust clears and Andreas wakeshe drags Tesla into the sunlightstakes him and falls over deadThe film ends as the Scotland Yard chief is asking his plainclothes men whether they believe in vampiresand then he faces the camera and asks usThe film just creaks along and the cheap sets and effects really offset the feel the makers were trying to achieveLugosi is seen only from behind or the sideand never in full faceuntil a good portion of the first part of the film has passedThis makes me doubt whether it was really him walking around or in silhouetteAndreas as the werewolf is more cute than scaryActually he looks better dressed than some of the othersnice tailorLugosi doesnt seem himself hereand in fact I noticed in one scene where he steps sideways down some stairs while talking to someonehe seemed very stiff and almost falteredThere are the unplausible scenessuch as Nikkis fiance running way ahead of Ainsley up a winding staircasethen in the next shot its them entering a roomand she is right in lock step with himThen there is Andreas getting shot by the Scotland Yard chiefHe and Ainsley are right behind him carrying Nikki at that pointbut next thing you know he is carrying Nikki into Teslas lair and no one is anywhere aroundIn reality they should have beat Andreas to TeslaThen there is the murder rap the good chief tried to pin on poor Ainsley after  years I couldnt swallow that oneThis film was produced by Sam Whitethe brother to the famous Columbia short subjects director Jules WhiteCrossing the Ts and dotting the Is were not a trademark of either menTechnically speaking the film is in its full screen presentation and could use a remasteringas it has alot of age related defectsNo extras are here to speak ofAll in all a moviethe very epitome of the negative definition of a Bmoviea well worn star reprising a well worn rolecheap budgetoverly intricate and flaw filled plotand coming in at around  minutesWhile the film does strive to develop a certain moodthe film willmore often than notsabotage itselfNot recommended,3,Welcome to B(bad)-Movie heaven! 2 1/2 - 3 stars.,1351468800,"10 29, 2012",Vampirereleased againhis famous vampiric rolehere couldnt use name nameHe ably matter able co arethis film badin picturesThe plot quite intricate one scary tomb werewolf suitwho wake master coffinyou whoThey patient local sanatoriumWe switch hospital doctor anemiaThe patient attendant vampire not gain access patienthe young doctor night manuscript vampire next day patient dead doctor then puncture neck vampiric natureThe doctor also such daughter not readily awakenHe blood transfusionThe coffin stake heartAt same time werewolf assistant spell vampire awayand be humanAlmost pass head just same find body person be liable murderIn meantime relentlessly now German bombing very coffin body staked vampireTwo reinter stake course unintended consequence vampire dead once moreBack houseAinsley go meet docksas scientist successfully concentration campAndreas off old master spell back back werewolfAndreas good scientist himTesla now pose get old nemesis head grave vampire have reburiedbut murder rapbut loose goodTesla quite timebut chief behaviour erratic strangeThe chief doesnt suchjust be not important manuscript be culpritIn fact even werewolf cover slowly blownHe move abduct now daughter attempt limp masterhe shotHe get help woundTesla go corner dieA bomb dust deadThe film chief vampiresand then camera usThe film just creaks along cheap really feel achieveLugosi only sideand never full faceuntil good portion first part film doubt really around silhouetteAndreas werewolf cute scaryActually othersnice tailorLugosi doesnt hereand fact scene sideways someonehe seemed very stiff almost unplausible scenessuch fiance way ahead winding staircasethen next shot roomand right lock step himThen chiefHe right pointbut next thing lair one anywhere aroundIn reality have beat murder good chief pin poor swallow oneThis film brother famous short director not trademark menTechnically film full screen presentation use remasteringas alot age defectsNo here speak ofAll moviethe very epitome negative definition well star well budgetoverly intricate flaw plotand film strive develop certain moodthe film often notsabotage itselfNot 
